,Label,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,AVNN,SDNN,RMSSD,SKEW,KURT,MO,AMO,M0,R1,DELp,DEL0,DELn
Rh2015,0,1244.635228848821,229.7570181538766,85.01866824446634,545,37.794729542302356,920,63.8002773925104,85.01870635487678,1250.0,1144.0,0.06830813107669438,0.1845978748057628,50.06283757775562,98.6842105263158,34.24657534246575,10.2956874410631,5467.776778782301,1110.1573217364441,4.925226967138243,83.12300937084646,16.876990629153546,11201.269266696721,4623.335166177976,1244.635228848821,229.7570181538766,85.01870635487678,-0.22148772525104823,-0.8854095811312677,1492.0,1.0402219140083218,332,0.9320302640331616,0.34767522553782093,0.30950728660652327,0.3428174878556558
Rh2016,0,994.5934914506344,54.588129744938925,29.348375749608252,51,2.8130170987313843,367,20.2426916712631,29.348405720282248,1000.0,708.0,0.029507940653700653,0.05488486523807938,60.51588829796338,83.33333333333333,42.016806722689076,3.513282627327076,901.0951080068172,225.19076892335957,4.001474449041434,80.00589605747848,19.99410394252152,1723.2768021649306,596.9909252347537,994.5934914506344,54.588129744938925,29.348405720282248,-0.06033026918476025,12.1564054372361,988.0,5.295091009376724,23,0.855609874509184,0.16997792494481237,0.6639072847682119,0.1661147902869757
Rh2017,0,1053.9257540603248,75.57214729393499,72.63133098633935,573,33.23665893271462,1043,60.498839907192576,72.6313328043294,1060.0,764.0,0.0689150374440628,0.07170538057618181,57.25741800525551,91.46341463414635,42.25352112676056,4.634869472434317,791.6513164797068,1123.9618799506,0.7043400052984904,41.32626137442191,58.67373862557809,2594.4280455837184,678.8148491534116,1053.9257540603248,75.57214729393499,72.6313328043294,-1.0593651795907082,3.4963428913192844,1076.0,3.596287703016241,29,0.5369868506855978,0.3192106790481718,0.3459082994776553,0.334881021474173
Rh2018,0,626.7801516195727,130.31733331609513,46.9958505891528,438,15.09303928325293,1312,45.210199862164025,46.99595255418044,592.0,780.0,0.07497996296268307,0.20791553941100527,99.77965901514897,187.5,54.54545454545455,19.89722181382006,1183.189018446685,925.8627282788207,1.2779313631581584,56.10052101773668,43.89947898226331,2514.6664442574374,405.6146975319317,626.7801516195727,130.31733331609513,46.995952554180434,0.5053205307286502,-0.7551108236458859,560.0,2.3432115782219163,852,0.9347324779525304,0.27783522923129955,0.4343329886246122,0.2878317821440882
Rh2019,0,869.2196531791908,78.37789163982248,48.02954878943611,453,21.820809248554912,1078,51.92678227360308,48.029549137603254,872.0,788.0,0.05525594015498163,0.09017040900209003,69.59004057480328,90.36144578313252,41.32231404958678,6.32214128307953,1825.5302244075608,796.8982819807111,2.2907945288452107,69.61220181829721,30.387798181702795,3465.28880951569,842.8603031274179,869.2196531791908,78.37789163982248,48.029549137603254,0.39827591988075667,2.804654920702066,888.0,2.842003853564547,298,0.8124994735399712,0.31903614457831325,0.403855421686747,0.27710843373493976
Rh2020,0,854.8072174738842,39.900135018401244,27.762651812745094,37,1.7568850902184237,128,6.077872744539412,27.76268621447194,860.0,740.0,0.032478301126791946,0.0466773492347358,70.4084788673461,137.61467889908258,51.02040816326531,4.850436574643618,313.1568626982924,278.58989032393816,1.1240783444588047,52.92075724943231,47.07924275056769,721.2684987790694,129.5217457568388,854.8072174738842,39.900135018401244,27.76268621447194,-4.908847110150682,46.37287222529918,864.0,9.069325735992402,51,0.7574087750964542,0.10546318289786223,0.7900237529691211,0.10451306413301663
Rh2021,0,1320.3290229885058,86.81297893486757,91.69045073314805,730,52.44252873563219,1062,76.29310344827586,91.69046376509883,1316.0,588.0,0.06944516265919956,0.06575101919548074,45.65988630729268,64.37768240343348,39.473684210526315,3.3308328294761975,1279.974171947459,1361.2692936901337,0.9402799121970203,48.46104452693743,51.53895547306257,3257.4132804024625,616.1698147648699,1320.3290229885058,86.81297893486757,91.69046376509884,-1.081632775203199,2.9966407412427287,1300.0,4.094827586206897,34,0.4422405557658505,0.3278217109992811,0.20992092020129402,0.46225736879942486
Rh2022,0,1159.836970474968,142.96046538513593,78.85451525741067,605,38.83183568677792,1040,66.75224646983312,78.85451592699637,1146.0,1304.0,0.06798758613006141,0.12325910367091662,52.5409490485691,116.27906976744185,32.967032967032964,6.7637845857161,3186.667366842863,1346.305906732988,2.366971243984056,70.2997166433556,29.70028335664442,6656.06665846892,2123.0933848930686,1159.836970474968,142.96046538513593,78.85451592699637,0.25307351241273585,0.6801031882981281,1124.0,1.8613607188703467,225,0.8483488636229584,0.363519588953115,0.302504816955684,0.33397559409120103
Rh2023,0,906.9879069767442,194.69574608547344,135.66966659328418,1115,51.86046511627907,1436,66.79069767441861,135.67006210477066,916.0,900.0,0.14958309924660257,0.21466189856318071,70.01958667187522,128.2051282051282,43.85964912280702,18.806232191540392,10316.994882368092,7007.340077349133,1.4723125706025384,59.55203998512674,40.44796001487326,20871.64937546354,3547.314415746317,906.9879069767442,194.69574608547344,135.67006210477066,-0.40619089584417106,-0.2519636782268728,864.0,1.9534883720930232,115,0.756037303425789,0.3434155421126105,0.2857142857142857,0.37087017217310375
Rh2024,0,821.187472430525,122.84618810942904,87.75066974384112,509,22.452580502867225,638,28.142920158800177,87.75066981486097,820.0,1572.0,0.10685826654800186,0.14959578930963563,74.65110602285186,187.5,31.712473572938688,11.426940436790193,4783.192115709342,3785.640098314808,1.2635094703901193,55.82081660883669,44.1791833911633,10283.222865038419,1714.3906510142688,821.187472430525,122.84618810942904,87.75066981486097,1.267092311861411,6.063121497577251,812.0,4.58756065284517,402,0.7452000650138878,0.21094439541041482,0.5860547219770521,0.2030008826125331
Rh2025,0,819.447963800905,49.595185680270696,33.87992254440119,78,3.5294117647058822,89,4.027149321266968,33.879930722320076,824.0,920.0,0.041344822635439024,0.06052267852400261,73.44955195331443,108.69565217391305,40.76086956521739,3.8792689770220505,902.8754364823629,416.32331328716344,2.168688150931377,68.44119861697125,31.55880138302876,1650.8087746415415,331.61002487201506,819.447963800905,49.595185680270696,33.879930722320076,3.745453185960627,31.157957173831242,828.0,7.51131221719457,150,0.7666314747902725,0.1086464463558171,0.7840651878678135,0.1072883657763694
Rh2026,0,788.9607023411371,95.31089875773681,78.27780289553995,923,38.58695652173913,964,40.30100334448161,78.27780318157033,760.0,780.0,0.09921635253732061,0.12080563515383498,77.14990960374064,170.45454545454547,53.003533568904594,9.441459618103291,2652.9983118356085,3169.3864948357327,0.8370699869386273,45.565492490221175,54.43450750977882,6275.933302055451,453.5484953841101,788.9607023411371,95.31089875773681,78.27780318157033,0.6159032322794243,1.1246130460077506,752.0,4.473244147157191,81,0.6629534121116127,0.24634044332915098,0.5165202843998327,0.2371392722710163
Rh3001,0,925.9553526128868,79.37352443499954,66.33796111894253,399,20.243531202435314,958,48.60476915271436,66.33797482252001,928.0,920.0,0.07164273594328889,0.0857206821160665,65.3265002661333,159.5744680851064,46.2962962962963,6.52524091493091,1899.1548881173067,1796.0263913080285,1.0574203682687373,51.39544570361805,48.604554296381956,4629.366514570736,934.185235145402,925.9553526128868,79.37352443499954,66.33797482252002,-0.12744616216676075,6.851734827092956,936.0,4.008117706747844,12,0.6508864957728664,0.2786802030456853,0.4355329949238579,0.28578680203045687
Rh3002,0,935.5012960082945,124.63968868385165,50.180580700067786,120,6.2208398133748055,527,27.31985484707102,50.180876157657984,980.0,920.0,0.053640627086007864,0.13323304758173904,65.58433505716683,128.2051282051282,43.22766570605187,11.097124168913458,1470.0778936444665,846.7342936300593,1.7361737970267541,63.4526139718667,36.54738602813328,3043.180517805839,726.3683305313131,935.5012960082945,124.63968868385165,50.180876157657984,-1.209001265115904,1.2217224742350643,992.0,3.006739243131156,388,0.9178781655868375,0.2033195020746888,0.5975103734439834,0.1991701244813278
Rh3003,0,1031.5351787773934,76.36078211023114,48.700888598758425,307,17.70472895040369,951,54.844290657439444,48.700931480443955,1028.0,1012.0,0.04721208978850897,0.07402634799206387,58.48350426911307,119.04761904761905,39.577836411609496,4.411127266538742,1322.8830772025578,549.1958439461812,2.4087638167418373,70.66385194865687,29.336148051343123,2668.1834624705016,796.1045413217628,1031.5351787773934,76.36078211023114,48.70093148044395,0.6561945584174733,4.709825499615153,1040.0,3.0565167243367934,237,0.7965386626148319,0.3017888055395268,0.4062319676860935,0.2919792267743797
Rh3004,0,823.9725022914757,58.37562107797317,21.894331624797644,29,1.3290559120073326,381,17.461044912923924,21.894331701612806,832.0,732.0,0.026571677623615415,0.07084656455844095,73.23882878448329,185.1851851851852,56.81818181818182,6.131082837524969,287.6478565042725,173.42127371579605,1.658665343305411,62.38714276251329,37.6128572374867,630.7898457356913,169.7207155156228,823.9725022914757,58.37562107797317,21.894331701612806,-1.3000203260795533,4.11249174827591,840.0,4.216315307057745,398,0.9294318252525873,0.1646033929390188,0.6680421824850986,0.16735442457588262
Rh3005,0,842.7755102040817,135.28037224617927,43.31013558737978,442,20.977693402942574,1014,48.12529663028002,43.310140626666346,832.0,684.0,0.05138988983694912,0.1605176830700984,73.05248735814777,102.73972602739725,47.3186119873817,11.764876909779183,3941.824819384038,301.2868037394792,13.083297278404897,92.89939010565811,7.100609894341889,11928.919831742263,7685.808208618745,842.7755102040817,135.28037224617927,43.310140626666346,0.2703842558859215,-0.6645868357363618,828.0,1.5187470336971998,13,0.9491823127332428,0.27587844254510924,0.4420702754036087,0.28205128205128205
Rh3006,0,595.1370663002405,76.74561073123806,27.493504250047486,60,2.0611473720371007,292,10.030917210580556,27.493504387494053,588.0,1024.0,0.04619692831167714,0.12895451329949711,102.33515613357217,132.7433628318584,40.65040650406504,12.282449036940735,756.9420376368507,386.49036088517545,1.9585017227938961,66.19910705829713,33.80089294170288,1734.4838340615208,591.0514355394946,595.1370663002405,76.74561073123806,27.493504387494053,2.051731890256993,17.886193009456424,572.0,4.5345242184816215,490,0.9358071644260376,0.12405498281786942,0.7536082474226804,0.12233676975945017
Rh3007,0,794.5830692621096,134.8597651379957,38.56775696907326,73,3.3046627433227704,630,28.519692168401992,38.567792750962035,848.0,1316.0,0.048538402393569824,0.16972393492254167,78.0634516103963,128.2051282051282,33.63228699551569,15.529681256490514,2182.7509609493277,353.0107309066716,6.183242518841162,86.07871031254942,13.92128968745058,3586.453908761196,1050.6922169051968,794.5830692621096,134.8597651379957,38.567792750962035,-0.11396281885171199,3.9947587005528105,880.0,3.214124038026256,465,0.9593437904428318,0.20425724637681159,0.5969202898550725,0.19882246376811594
Rh3008,0,1103.9779005524863,168.68080291049182,80.58433489641419,658,40.392879066912215,958,58.80908532842235,80.58447427301051,1164.0,1156.0,0.07299464439703184,0.15279364091081482,55.88247114782533,118.11023622047244,36.05769230769231,10.256529404003713,2300.7980588361743,1189.1824430253819,1.934772979815231,65.92581413016285,34.07418586983715,4709.040634273999,1219.060132412443,1103.9779005524863,168.68080291049182,80.58447427301051,-0.7591733758157607,-0.20941996789645412,1220.0,2.087170042971148,409,0.8858273591092715,0.269041769041769,0.3353808353808354,0.3955773955773956
Rh3009,0,997.5777899945025,168.69939895332882,77.96066211717869,308,16.932380428807036,520,28.587135788894997,77.9606682024895,1068.0,1044.0,0.07814996382680005,0.16910901650512739,63.594663199129606,194.80519480519482,44.37869822485207,22.25661704465775,3166.1338268289833,1993.396679235862,1.5883109768411334,61.3647660985298,38.635233901470194,7175.647335725918,2016.1168296610724,997.5777899945025,168.69939895332882,77.9606682024895,-2.081917270981037,5.270857472749013,1108.0,5.0027487630566245,551,0.8935370314730428,0.21947194719471946,0.5621562156215621,0.21837183718371836
Rh3010,0,1029.6477987421383,73.67421267503782,33.05186264122138,33,1.8867924528301887,180,10.291595197255575,33.05186272043707,1052.0,924.0,0.03210016353243763,0.07155282880713326,58.63553441413168,107.14285714285714,40.43126684636118,5.1686892253230905,854.8878043026899,321.2271129135402,2.661318954520464,72.68743825868145,27.312561741318532,1842.892110984536,666.7771937683058,1029.6477987421383,73.67421267503782,33.05186272043707,-2.033418667780971,6.944558278021139,1064.0,5.717552887364208,268,0.899798530972456,0.12986270022883295,0.7419908466819222,0.12814645308924486
Rh3011,0,590.6563016870658,58.68396184969276,13.658692409669797,29,0.959311941779689,164,5.425074429374793,13.65869298688059,592.0,424.0,0.023124603848071815,0.09935382333529046,102.59955004930868,132.7433628318584,68.4931506849315,10.344089147596787,392.6166381058165,71.85692271667979,5.463866573494113,84.52938363392859,15.470616366071418,667.9176295593242,203.44406873682786,590.6563016870658,58.68396184969276,13.65869298688059,0.15769999675976243,0.3325292167726728,624.0,3.208733046642408,321,0.9732249963072371,0.0943084050297816,0.8097286565188617,0.09596293845135671
